date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2022-04-07,4241,24.0,1,1,1,1,input
2022-04-08,2910,20.0,0,0,2,1,input
2022-04-09,2733,23.0,1,1,3,1,input
2022-04-10,2728,24.0,0,0,4,1,input
2022-04-11,2002,16.0,0,0,5,1,input
2022-04-12,2164,15.0,0,0,6,1,input
2022-04-13,4408,26.0,0,0,7,1,input
2022-04-14,20316,76.0,3,3,8,2,input
2022-04-15,27839,100.0,1,1,9,2,input
2022-04-16,17781,72.0,0,0,10,2,input
2022-04-17,11354,50.0,0,0,11,2,input
2022-04-18,7721,35.0,0,0,12,2,input
2022-04-19,5769,29.0,0,0,13,2,input
2022-04-20,5189,29.0,0,0,14,2,input
2022-04-21,9524,47.0,1,1,15,3,input
2022-04-22,9951,39.0,1,1,16,3,input
2022-04-23,7897,37.0,0,0,17,3,input
2022-04-24,6486,31.0,0,0,18,3,input
2022-04-25,3845,22.0,0,0,19,3,input
2022-04-26,3748,20.0,0,0,20,3,input
2022-04-27,3315,20.0,0,0,21,3,input
2022-05-07,6774,31.0,0,0,31,5,Y_1m
2022-07-06,3108,20.0,0,0,91,13,Y_3m
