date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2023-10-01,181,100.0,0,0,1,1,input
2023-10-02,82,47.0,0,0,2,1,input
2023-10-03,34,34.0,0,0,3,1,input
2023-10-04,34,18.0,0,0,4,1,input
2023-10-05,17,12.0,0,0,5,1,input
2023-10-06,28,19.0,0,0,6,1,input
2023-10-07,22,23.0,0,0,7,1,input
2023-10-08,97,45.0,0,0,8,2,input
2023-10-09,72,24.0,0,0,9,2,input
2023-10-10,28,17.0,0,0,10,2,input
2023-10-11,20,19.0,0,0,11,2,input
2023-10-12,24,17.0,0,0,12,2,input
2023-10-13,15,0.0,0,0,13,2,input
2023-10-14,19,13.0,0,0,14,2,input
2023-10-15,87,34.0,0,0,15,3,input
2023-10-16,47,14.0,0,0,16,3,input
2023-10-17,24,0.0,0,0,17,3,input
2023-10-18,22,11.0,0,0,18,3,input
2023-10-19,13,11.0,0,0,19,3,input
2023-10-20,12,14.0,0,0,20,3,input
2023-10-21,16,15.0,0,0,21,3,input
2023-10-31,16,12.0,0,0,31,5,Y_1m
2023-12-30,192,13.0,0,0,91,13,Y_3m
