date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2023-09-29,197076,100.0,12,12,1,1,input
2023-09-30,115530,46.0,7,7,2,1,input
2023-10-01,76922,35.0,2,2,3,1,input
2023-10-02,48762,24.0,3,3,4,1,input
2023-10-03,37844,19.0,0,0,5,1,input
2023-10-04,33595,20.0,0,0,6,1,input
2023-10-05,28905,17.0,0,0,7,1,input
2023-10-06,42094,25.0,4,4,8,2,input
2023-10-07,41248,23.0,1,1,9,2,input
2023-10-08,34388,18.0,0,0,10,2,input
2023-10-09,33204,19.0,1,1,11,2,input
2023-10-10,21323,12.0,0,0,12,2,input
2023-10-11,17203,11.0,2,2,13,2,input
2023-10-12,15159,10.0,2,2,14,2,input
2023-10-13,24697,16.0,3,3,15,3,input
2023-10-14,29694,18.0,2,2,16,3,input
2023-10-15,24736,16.0,1,1,17,3,input
2023-10-16,17577,11.0,1,1,18,3,input
2023-10-17,15026,10.0,0,0,19,3,input
2023-10-18,15748,12.0,2,2,20,3,input
2023-10-19,14219,11.0,0,0,21,3,input
2023-10-20,25470,15.0,4,4,22,4,input
2023-10-21,30375,18.0,0,0,23,4,input
2023-10-22,25433,16.0,0,0,24,4,input
2023-10-23,18151,11.0,0,0,25,4,input
2023-10-24,16610,11.0,2,2,26,4,input
2023-10-25,14183,10.0,5,5,27,4,input
2023-10-26,12370,9.0,1,1,28,4,input
2023-10-29,27032,18.0,0,0,31,5,Y_1m
2023-12-28,11288,9.0,0,0,91,13,Y_3m
