date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2017-07-07,15852,65.0,8,8,1,1,input
2017-07-08,25360,55.0,1,1,2,1,input
2017-07-09,15509,50.0,2,2,3,1,input
2017-07-10,11555,24.0,0,0,4,1,input
2017-07-11,7811,37.0,2,2,5,1,input
2017-07-12,5349,20.0,0,0,6,1,input
2017-07-13,4476,0.0,0,0,7,1,input
2017-07-14,10907,26.0,1,1,8,2,input
2017-07-15,16100,42.0,0,0,9,2,input
2017-07-16,12107,41.0,1,1,10,2,input
2017-07-17,11183,37.0,0,0,11,2,input
2017-07-18,7041,21.0,2,2,12,2,input
2017-07-19,5293,21.0,1,1,13,2,input
2017-07-20,4620,28.0,1,1,14,2,input
2017-07-21,9875,32.0,3,3,15,3,input
2017-07-22,13527,24.0,2,2,16,3,input
2017-07-23,10107,18.0,0,0,17,3,input
2017-07-24,7093,21.0,0,0,18,3,input
2017-07-25,5299,14.0,0,0,19,3,input
2017-07-26,4667,0.0,2,2,20,3,input
2017-07-27,4400,0.0,0,0,21,3,input
2017-07-28,7916,20.0,2,2,22,4,input
2017-07-29,11322,21.0,6,6,23,4,input
2017-07-30,9245,30.0,2,2,24,4,input
2017-07-31,6686,20.0,0,0,25,4,input
2017-08-01,5211,0.0,0,0,26,4,input
2017-08-02,4174,21.0,1,1,27,4,input
2017-08-03,3999,20.0,2,2,28,4,input
2017-08-06,7177,18.0,2,2,31,5,Y_1m
2017-10-05,12552,29.0,0,0,91,13,Y_3m
