date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2018-10-07,813,98.0,0,0,1,1,input
2018-10-08,444,58.0,0,0,2,1,input
2018-10-09,311,34.0,0,0,3,1,input
2018-10-10,250,25.0,0,0,4,1,input
2018-10-11,208,23.0,0,0,5,1,input
2018-10-12,187,21.0,0,0,6,1,input
2018-10-13,456,53.0,0,0,7,1,input
2018-10-14,478,67.0,0,0,8,2,input
2018-10-15,231,31.0,0,0,9,2,input
2018-10-16,179,25.0,0,0,10,2,input
2018-10-17,162,15.0,0,0,11,2,input
2018-10-18,137,21.0,0,0,12,2,input
2018-10-19,121,15.0,0,0,13,2,input
2018-10-20,265,43.0,0,0,14,2,input
2018-10-21,331,59.0,0,0,15,3,input
2018-10-22,193,27.0,0,0,16,3,input
2018-10-23,151,20.0,0,0,17,3,input
2018-10-24,172,16.0,0,0,18,3,input
2018-10-25,125,21.0,0,0,19,3,input
2018-10-26,118,16.0,0,0,20,3,input
2018-10-27,264,49.0,0,0,21,3,input
2018-11-06,129,22.0,0,0,31,5,Y_1m
2018-12-06,125,16.0,0,0,61,9,Y_2m
2019-01-05,416,49.0,0,0,91,13,Y_3m
2019-02-04,253,26.0,0,0,121,18,Y_4m
2019-03-06,146,17.0,0,0,151,22,Y_5m
