date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2024-01-04,20415,100.0,4,4,1,1,input
2024-01-05,26799,81.0,5,5,2,1,input
2024-01-06,17738,42.0,4,4,3,1,input
2024-01-07,13446,43.0,1,1,4,1,input
2024-01-08,11785,28.0,1,1,5,1,input
2024-01-09,9163,25.0,1,1,6,1,input
2024-01-10,7849,31.0,0,0,7,1,input
2024-01-11,12597,29.0,2,2,8,2,input
2024-01-12,15290,34.0,0,0,9,2,input
2024-01-13,13644,33.0,0,0,10,2,input
2024-01-14,12169,24.0,0,0,11,2,input
2024-01-15,8998,15.0,0,0,12,2,input
2024-01-16,8025,10.0,0,0,13,2,input
2024-01-17,6064,16.0,0,0,14,2,input
2024-01-18,9534,25.0,1,1,15,3,input
2024-01-19,11401,27.0,0,0,16,3,input
2024-01-20,10522,20.0,1,1,17,3,input
2024-01-21,9081,16.0,1,1,18,3,input
2024-01-22,5761,15.0,0,0,19,3,input
2024-01-23,5058,8.0,0,0,20,3,input
2024-01-24,4602,12.0,0,0,21,3,input
2024-01-25,7588,21.0,1,1,22,4,input
2024-01-26,8346,0.0,1,1,23,4,input
2024-01-27,7664,12.0,0,0,24,4,input
2024-01-28,7189,11.0,0,0,25,4,input
2024-01-29,4874,14.0,0,0,26,4,input
2024-01-30,4090,9.0,0,0,27,4,input
2024-01-31,4177,14.0,0,0,28,4,input
2024-02-03,8019,13.0,0,0,31,5,Y_1m
2024-04-03,5708,28.0,0,0,91,13,Y_3m
