date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2023-04-12,634,42.0,0,0,1,1,input
2023-04-13,498,73.0,0,0,2,1,input
2023-04-14,301,67.0,0,0,3,1,input
2023-04-15,290,78.0,0,0,4,1,input
2023-04-16,221,70.0,0,0,5,1,input
2023-04-17,197,55.0,0,0,6,1,input
2023-04-18,174,58.0,0,0,7,1,input
2023-04-19,405,83.0,0,0,8,2,input
2023-04-20,274,81.0,0,0,9,2,input
2023-04-21,239,71.0,0,0,10,2,input
2023-04-22,226,91.0,0,0,11,2,input
2023-04-23,181,82.0,0,0,12,2,input
2023-04-24,203,60.0,0,0,13,2,input
2023-04-25,162,54.0,0,0,14,2,input
2023-04-26,218,58.0,0,0,15,3,input
2023-04-27,262,65.0,0,0,16,3,input
2023-04-28,184,55.0,0,0,17,3,input
2023-04-29,191,78.0,0,0,18,3,input
2023-04-30,161,68.0,0,0,19,3,input
2023-05-01,189,51.0,0,0,20,3,input
2023-05-02,179,53.0,0,0,21,3,input
2023-05-12,219,51.0,0,0,31,5,Y_1m
2023-07-11,173,38.0,0,0,91,13,Y_3m
