date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2017-01-06,15543,50.0,5,5,1,1,input
2017-01-07,24848,61.0,3,3,2,1,input
2017-01-08,20459,51.0,1,1,3,1,input
2017-01-09,20748,43.0,2,2,4,1,input
2017-01-10,15153,34.0,4,4,5,1,input
2017-01-11,11542,17.0,3,3,6,1,input
2017-01-12,10175,28.0,0,0,7,1,input
2017-01-13,17403,37.0,3,3,8,2,input
2017-01-14,25431,51.0,6,6,9,2,input
2017-01-15,21022,45.0,4,4,10,2,input
2017-01-16,17289,33.0,3,3,11,2,input
2017-01-17,15007,32.0,1,1,12,2,input
2017-01-18,12122,33.0,2,2,13,2,input
2017-01-19,11295,18.0,6,6,14,2,input
2017-01-20,19022,50.0,4,4,15,3,input
2017-01-21,26740,47.0,4,4,16,3,input
2017-01-22,23273,40.0,1,1,17,3,input
2017-01-23,19144,29.0,2,2,18,3,input
2017-01-24,15915,36.0,2,2,19,3,input
2017-01-25,11959,28.0,1,1,20,3,input
2017-01-26,12856,21.0,3,3,21,3,input
2017-02-05,28918,87.0,6,6,31,5,Y_1m
2017-03-07,10101,23.0,2,2,61,9,Y_2m
2017-04-06,7034,19.0,0,0,91,13,Y_3m
