date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2019-01-12,17007,42.0,5,5,1,1,input
2019-01-13,23433,48.0,1,1,2,1,input
2019-01-14,20849,41.0,2,2,3,1,input
2019-01-15,12789,28.0,1,1,4,1,input
2019-01-16,9086,21.0,0,0,5,1,input
2019-01-17,7546,22.0,2,2,6,1,input
2019-01-18,7641,27.0,2,2,7,1,input
2019-01-19,14212,36.0,3,3,8,2,input
2019-01-20,19291,43.0,3,3,9,2,input
2019-01-21,13738,31.0,2,2,10,2,input
2019-01-22,12731,30.0,0,0,11,2,input
2019-01-23,9515,25.0,0,0,12,2,input
2019-01-24,7750,24.0,0,0,13,2,input
2019-01-25,6587,22.0,0,0,14,2,input
2019-01-26,13800,39.0,1,1,15,3,input
2019-01-27,19184,61.0,1,1,16,3,input
2019-01-28,14778,40.0,0,0,17,3,input
2019-01-29,12125,33.0,0,0,18,3,input
2019-01-30,10242,31.0,2,2,19,3,input
2019-01-31,9972,36.0,0,0,20,3,input
2019-02-01,9549,30.0,0,0,21,3,input
2019-02-02,16866,58.0,3,3,22,4,input
2019-02-03,21955,68.0,0,0,23,4,input
2019-02-04,15840,39.0,1,1,24,4,input
2019-02-05,13348,35.0,1,1,25,4,input
2019-02-06,11621,32.0,2,2,26,4,input
2019-02-07,9689,33.0,2,2,27,4,input
2019-02-08,8017,28.0,1,1,28,4,input
2019-02-11,17427,49.0,1,1,31,5,Y_1m
2019-04-12,4565,20.0,0,0,91,13,Y_3m
