date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2022-10-01,13249,100.0,1,1,1,1,input
2022-10-02,9419,63.0,0,0,2,1,input
2022-10-03,7792,59.0,2,2,3,1,input
2022-10-04,7232,51.0,1,1,4,1,input
2022-10-05,6199,45.0,0,0,5,1,input
2022-10-06,5823,45.0,0,0,6,1,input
2022-10-07,5126,39.0,1,1,7,1,input
2022-10-08,9651,71.0,2,2,8,2,input
2022-10-09,8259,52.0,0,0,9,2,input
2022-10-10,7531,44.0,0,0,10,2,input
2022-10-11,5772,41.0,0,0,11,2,input
2022-10-12,4911,33.0,0,0,12,2,input
2022-10-13,4600,32.0,0,0,13,2,input
2022-10-14,4540,33.0,0,0,14,2,input
2022-10-15,10851,57.0,1,1,15,3,input
2022-10-16,8162,53.0,0,0,16,3,input
2022-10-17,6003,34.0,0,0,17,3,input
2022-10-18,5045,32.0,0,0,18,3,input
2022-10-19,4594,31.0,0,0,19,3,input
2022-10-20,3943,35.0,0,0,20,3,input
2022-10-21,3987,31.0,0,0,21,3,input
2022-10-22,8319,51.0,1,1,22,4,input
2022-10-23,5915,43.0,0,0,23,4,input
2022-10-24,4430,34.0,0,0,24,4,input
2022-10-25,4051,32.0,1,1,25,4,input
2022-10-26,3490,29.0,0,0,26,4,input
2022-10-27,3328,28.0,1,1,27,4,input
2022-10-28,3135,30.0,0,0,28,4,input
2022-10-31,3855,32.0,1,1,31,5,Y_1m
2022-12-30,2656,30.0,0,0,91,13,Y_3m
