date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2022-10-05,18408,,2,2,1,1,input
2022-10-06,21404,,3,3,2,1,input
2022-10-07,10467,,1,1,3,1,input
2022-10-08,7802,,0,0,4,1,input
2022-10-09,6078,,1,1,5,1,input
2022-10-10,5267,,2,2,6,1,input
2022-10-11,3370,,0,0,7,1,input
2022-10-12,13575,,1,1,8,2,input
2022-10-13,16815,,2,2,9,2,input
2022-10-14,9648,,2,2,10,2,input
2022-10-15,8486,,0,0,11,2,input
2022-10-16,6815,,1,1,12,2,input
2022-10-17,4714,,2,2,13,2,input
2022-10-18,3990,,0,0,14,2,input
2022-10-19,13979,,1,1,15,3,input
2022-10-20,17112,,1,1,16,3,input
2022-10-21,9717,,4,4,17,3,input
2022-10-22,8858,,0,0,18,3,input
2022-10-23,7197,,0,0,19,3,input
2022-10-24,4769,,1,1,20,3,input
2022-10-25,4132,,1,1,21,3,input
2022-10-26,10683,,3,3,22,4,input
2022-10-27,14224,,0,0,23,4,input
2022-10-28,8898,,1,1,24,4,input
2022-10-29,7714,,1,1,25,4,input
2022-10-30,6751,,0,0,26,4,input
2022-10-31,4735,,0,0,27,4,input
2022-11-01,4156,,0,0,28,4,input
2022-11-04,8223,,3,3,31,5,Y_1m
2023-01-03,10278,,2,2,91,13,Y_3m
