date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2023-04-09,827,77.0,0,0,1,1,input
2023-04-10,936,51.0,0,0,2,1,input
2023-04-11,414,22.0,0,0,3,1,input
2023-04-12,295,13.0,0,0,4,1,input
2023-04-13,201,11.0,0,0,5,1,input
2023-04-14,219,10.0,0,0,6,1,input
2023-04-15,349,18.0,0,0,7,1,input
2023-04-16,473,33.0,0,0,8,2,input
2023-04-17,379,19.0,0,0,9,2,input
2023-04-18,219,12.0,0,0,10,2,input
2023-04-19,142,9.0,0,0,11,2,input
2023-04-20,114,7.0,0,0,12,2,input
2023-04-21,157,8.0,1,1,13,2,input
2023-04-22,192,17.0,0,0,14,2,input
2023-04-23,812,45.0,0,0,15,3,input
2023-04-24,1300,34.0,0,0,16,3,input
2023-04-25,444,18.0,0,0,17,3,input
2023-04-26,277,14.0,0,0,18,3,input
2023-04-27,196,10.0,0,0,19,3,input
2023-04-28,204,10.0,0,0,20,3,input
2023-04-29,316,20.0,0,0,21,3,input
2023-05-09,247,14.0,0,0,31,5,Y_1m
2023-07-08,301,4.0,0,0,91,13,Y_3m
