date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2018-10-07,73724,100.0,10,10,1,1,input
2018-10-08,49879,53.0,4,4,2,1,input
2018-10-09,31795,42.0,2,2,3,1,input
2018-10-10,26676,41.0,3,3,4,1,input
2018-10-11,26768,47.0,1,1,5,1,input
2018-10-12,30275,52.0,0,0,6,1,input
2018-10-13,45797,77.0,2,2,7,1,input
2018-10-14,58916,57.0,2,2,8,2,input
2018-10-15,30189,36.0,3,3,9,2,input
2018-10-16,22219,24.0,6,6,10,2,input
2018-10-17,16605,16.0,2,2,11,2,input
2018-10-18,13341,14.0,3,3,12,2,input
2018-10-19,11681,16.0,2,2,13,2,input
2018-10-20,22192,27.0,5,5,14,2,input
2018-10-21,33051,31.0,7,7,15,3,input
2018-10-22,18980,19.0,2,2,16,3,input
2018-10-23,14494,9.0,2,2,17,3,input
2018-10-24,11903,14.0,1,1,18,3,input
2018-10-25,10408,10.0,0,0,19,3,input
2018-10-26,9300,17.0,3,3,20,3,input
2018-10-27,16882,22.0,5,5,21,3,input
2018-11-06,13576,23.0,4,4,31,5,Y_1m
2019-01-05,7922,12.0,2,2,91,13,Y_3m
