date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2021-04-11,14618,100.0,2,2,1,1,input
2021-04-12,5802,47.0,0,0,2,1,input
2021-04-13,3847,36.0,1,1,3,1,input
2021-04-14,2925,0.0,1,1,4,1,input
2021-04-15,2094,0.0,1,1,5,1,input
2021-04-16,2513,44.0,0,0,6,1,input
2021-04-17,8134,70.0,3,3,7,1,input
2021-04-18,10195,61.0,1,1,8,2,input
2021-04-19,5137,33.0,3,3,9,2,input
2021-04-20,3275,0.0,1,1,10,2,input
2021-04-21,2683,0.0,0,0,11,2,input
2021-04-22,2001,0.0,0,0,12,2,input
2021-04-23,2248,0.0,1,1,13,2,input
2021-04-24,6983,57.0,3,3,14,2,input
2021-04-25,9767,76.0,0,0,15,3,input
2021-04-26,4303,37.0,1,1,16,3,input
2021-04-27,3239,48.0,1,1,17,3,input
2021-04-28,2582,38.0,0,0,18,3,input
2021-04-29,3080,31.0,2,2,19,3,input
2021-04-30,2343,32.0,1,1,20,3,input
2021-05-01,5543,46.0,3,3,21,3,input
2021-05-02,6441,45.0,2,2,22,4,input
2021-05-03,4222,65.0,1,1,23,4,input
2021-05-04,3579,0.0,2,2,24,4,input
2021-05-05,3079,27.0,0,0,25,4,input
2021-05-06,2357,0.0,2,2,26,4,input
2021-05-07,2184,31.0,1,1,27,4,input
2021-05-08,5222,54.0,5,5,28,4,input
2021-05-11,2425,32.0,1,1,31,5,Y_1m
2021-07-10,1644,0.0,0,0,91,13,Y_3m
