date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2018-04-07,21096,87.0,7,7,1,1,input
2018-04-08,10945,100.0,0,0,2,1,input
2018-04-09,7487,25.0,4,4,3,1,input
2018-04-10,6158,23.0,2,2,4,1,input
2018-04-11,5614,19.0,1,1,5,1,input
2018-04-12,5457,19.0,1,1,6,1,input
2018-04-13,5179,18.0,0,0,7,1,input
2018-04-14,18615,72.0,4,4,8,2,input
2018-04-15,11543,63.0,3,3,9,2,input
2018-04-16,7615,36.0,5,5,10,2,input
2018-04-17,6371,19.0,4,4,11,2,input
2018-04-18,5968,18.0,1,1,12,2,input
2018-04-19,5520,0.0,2,2,13,2,input
2018-04-20,5311,19.0,1,1,14,2,input
2018-04-21,16338,69.0,6,6,15,3,input
2018-04-22,11307,97.0,1,1,16,3,input
2018-04-23,7938,21.0,0,0,17,3,input
2018-04-24,6832,17.0,1,1,18,3,input
2018-04-25,6204,16.0,1,1,19,3,input
2018-04-26,5453,0.0,1,1,20,3,input
2018-04-27,5367,17.0,1,1,21,3,input
2018-05-07,7387,14.0,1,1,31,5,Y_1m
2018-07-06,7239,13.0,2,2,91,13,Y_3m
