date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2022-01-09,28542,57.0,5,5,1,1,input
2022-01-10,18239,38.0,1,1,2,1,input
2022-01-11,15259,34.0,1,1,3,1,input
2022-01-12,11184,28.0,2,2,4,1,input
2022-01-13,9729,27.0,0,0,5,1,input
2022-01-14,8330,22.0,1,1,6,1,input
2022-01-15,17958,43.0,2,2,7,1,input
2022-01-16,30314,84.0,3,3,8,2,input
2022-01-17,18993,56.0,1,1,9,2,input
2022-01-18,17697,48.0,0,0,10,2,input
2022-01-19,15924,42.0,2,2,11,2,input
2022-01-20,13367,40.0,1,1,12,2,input
2022-01-21,12022,39.0,0,0,13,2,input
2022-01-22,19147,50.0,2,2,14,2,input
2022-01-23,26522,60.0,1,1,15,3,input
2022-01-24,17308,44.0,2,2,16,3,input
2022-01-25,15391,40.0,0,0,17,3,input
2022-01-26,13910,36.0,1,1,18,3,input
2022-01-27,10794,32.0,0,0,19,3,input
2022-01-28,9374,35.0,0,0,20,3,input
2022-01-29,16194,44.0,2,2,21,3,input
2022-02-08,11592,36.0,1,1,31,5,Y_1m
2022-04-09,9416,40.0,0,0,91,13,Y_3m
