date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2016-04-03,83515,100.0,11,11,1,1,input
2016-04-04,27524,45.0,1,1,2,1,input
2016-04-05,15555,37.0,4,4,3,1,input
2016-04-06,12623,31.0,2,2,4,1,input
2016-04-07,9318,0.0,3,3,5,1,input
2016-04-08,7232,0.0,3,3,6,1,input
2016-04-09,9293,0.0,5,5,7,1,input
2016-04-10,48200,35.0,1,1,8,2,input
2016-04-11,19141,0.0,2,2,9,2,input
2016-04-12,11621,0.0,3,3,10,2,input
2016-04-13,9295,0.0,0,0,11,2,input
2016-04-14,7635,0.0,1,1,12,2,input
2016-04-15,7142,0.0,1,1,13,2,input
2016-04-16,8669,0.0,1,1,14,2,input
2016-04-17,36749,34.0,4,4,15,3,input
2016-04-18,15414,0.0,1,1,16,3,input
2016-04-19,10040,0.0,2,2,17,3,input
2016-04-20,8249,0.0,2,2,18,3,input
2016-04-21,7465,0.0,2,2,19,3,input
2016-04-22,6783,0.0,1,1,20,3,input
2016-04-23,7529,0.0,1,1,21,3,input
2016-04-24,36372,44.0,6,6,22,4,input
2016-04-25,15242,0.0,2,2,23,4,input
2016-04-26,9330,0.0,0,0,24,4,input
2016-04-27,7600,0.0,1,1,25,4,input
2016-04-28,6116,0.0,1,1,26,4,input
2016-04-29,7029,0.0,1,1,27,4,input
2016-04-30,6159,0.0,2,2,28,4,input
2016-05-03,10562,0.0,2,2,31,5,Y_1m
2016-07-02,9945,46.0,3,3,91,13,Y_3m
