date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2021-04-12,23131,94.0,3,3,1,1,input
2021-04-13,27683,60.0,2,2,2,1,input
2021-04-14,13037,42.0,2,2,3,1,input
2021-04-15,8683,28.0,0,0,4,1,input
2021-04-16,7003,32.0,1,1,5,1,input
2021-04-17,10583,45.0,0,0,6,1,input
2021-04-18,8028,23.0,0,0,7,1,input
2021-04-19,15593,57.0,1,1,8,2,input
2021-04-20,14587,35.0,2,2,9,2,input
2021-04-21,9009,35.0,0,0,10,2,input
2021-04-22,6835,0.0,0,0,11,2,input
2021-04-23,5951,26.0,0,0,12,2,input
2021-04-24,7097,24.0,0,0,13,2,input
2021-04-25,7048,39.0,0,0,14,2,input
2021-04-26,11000,37.0,3,3,15,3,input
2021-04-27,11154,38.0,1,1,16,3,input
2021-04-28,8270,27.0,0,0,17,3,input
2021-04-29,12546,41.0,0,0,18,3,input
2021-04-30,5842,21.0,0,0,19,3,input
2021-05-01,7058,47.0,0,0,20,3,input
2021-05-02,33947,100.0,0,0,21,3,input
2021-05-12,9329,19.0,0,0,31,5,Y_1m
2021-06-11,3713,0.0,0,0,61,9,Y_2m
2021-07-11,5314,26.0,0,0,91,13,Y_3m
