date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2019-01-09,31375,71.0,4,4,1,1,input
2019-01-10,52214,98.0,4,4,2,1,input
2019-01-11,26089,78.0,6,6,3,1,input
2019-01-12,21925,59.0,2,2,4,1,input
2019-01-13,17913,47.0,3,3,5,1,input
2019-01-14,15771,42.0,1,1,6,1,input
2019-01-15,10150,21.0,2,2,7,1,input
2019-01-16,22997,54.0,3,3,8,2,input
2019-01-17,39332,74.0,2,2,9,2,input
2019-01-18,23671,36.0,1,1,10,2,input
2019-01-19,22286,55.0,1,1,11,2,input
2019-01-20,20829,45.0,3,3,12,2,input
2019-01-21,14658,19.0,4,4,13,2,input
2019-01-22,12586,37.0,1,1,14,2,input
2019-01-23,26282,65.0,4,4,15,3,input
2019-01-24,40010,54.0,4,4,16,3,input
2019-01-25,23629,36.0,5,5,17,3,input
2019-01-26,21250,36.0,5,5,18,3,input
2019-01-27,19315,44.0,3,3,19,3,input
2019-01-28,13803,42.0,5,5,20,3,input
2019-01-29,11563,32.0,3,3,21,3,input
2019-02-08,23969,55.0,1,1,31,5,Y_1m
2019-03-10,10628,30.0,0,0,61,9,Y_2m
2019-04-09,7825,25.0,0,0,91,13,Y_3m
