date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2021-01-10,1216,71.0,1,1,1,1,input
2021-01-11,693,48.0,0,0,2,1,input
2021-01-12,561,28.0,0,0,3,1,input
2021-01-13,434,22.0,0,0,4,1,input
2021-01-14,348,22.0,0,0,5,1,input
2021-01-15,397,31.0,0,0,6,1,input
2021-01-16,734,56.0,0,0,7,1,input
2021-01-17,835,54.0,0,0,8,2,input
2021-01-18,500,34.0,0,0,9,2,input
2021-01-19,369,29.0,0,0,10,2,input
2021-01-20,461,23.0,0,0,11,2,input
2021-01-21,285,22.0,0,0,12,2,input
2021-01-22,361,27.0,0,0,13,2,input
2021-01-23,531,41.0,0,0,14,2,input
2021-01-24,610,43.0,0,0,15,3,input
2021-01-25,360,30.0,0,0,16,3,input
2021-01-26,402,23.0,0,0,17,3,input
2021-01-27,343,21.0,0,0,18,3,input
2021-01-28,315,21.0,0,0,19,3,input
2021-01-29,293,25.0,0,0,20,3,input
2021-01-30,510,38.0,0,0,21,3,input
2021-01-31,704,42.0,0,0,22,4,input
2021-02-01,372,26.0,0,0,23,4,input
2021-02-02,310,24.0,0,0,24,4,input
2021-02-03,270,21.0,0,0,25,4,input
2021-02-04,236,21.0,0,0,26,4,input
2021-02-05,307,29.0,0,0,27,4,input
2021-02-06,523,48.0,0,0,28,4,input
2021-02-09,344,31.0,0,0,31,5,Y_1m
2021-04-10,435,36.0,0,0,91,13,Y_3m
