date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2023-10-22,64042,100.0,3,3,1,1,input
2023-10-23,39363,47.0,3,3,2,1,input
2023-10-24,32053,32.0,1,1,3,1,input
2023-10-25,25663,26.0,4,4,4,1,input
2023-10-26,21839,23.0,1,1,5,1,input
2023-10-27,21127,25.0,2,2,6,1,input
2023-10-28,31389,37.0,3,3,7,1,input
2023-10-29,40907,34.0,0,0,8,2,input
2023-10-30,24955,21.0,2,2,9,2,input
2023-10-31,20660,17.0,0,0,10,2,input
2023-11-01,17456,13.0,2,2,11,2,input
2023-11-02,15600,12.0,0,0,12,2,input
2023-11-03,19929,24.0,0,0,13,2,input
2023-11-04,26673,32.0,2,2,14,2,input
2023-11-05,39946,26.0,0,0,15,3,input
2023-11-06,27063,24.0,2,2,16,3,input
2023-11-07,21330,20.0,0,0,17,3,input
2023-11-08,18468,19.0,0,0,18,3,input
2023-11-09,17246,21.0,1,1,19,3,input
2023-11-10,17268,21.0,2,2,20,3,input
2023-11-11,24572,30.0,1,1,21,3,input
2023-11-12,38863,27.0,1,1,22,4,input
2023-11-13,25321,19.0,1,1,23,4,input
2023-11-14,19716,20.0,1,1,24,4,input
2023-11-15,18573,15.0,0,0,25,4,input
2023-11-16,16670,17.0,2,2,26,4,input
2023-11-17,15549,15.0,1,1,27,4,input
2023-11-18,23345,27.0,4,4,28,4,input
2023-11-21,21194,15.0,0,0,31,5,Y_1m
2024-01-20,25286,21.0,2,2,91,13,Y_3m
