date,pv,gt_score,edit_count,editor_count,day_index,week_index,phase
2018-07-07,12566,49.0,3,3,1,1,input
2018-07-08,19419,100.0,2,2,2,1,input
2018-07-09,14785,69.0,3,3,3,1,input
2018-07-10,11255,42.0,3,3,4,1,input
2018-07-11,10044,42.0,1,1,5,1,input
2018-07-12,9448,37.0,1,1,6,1,input
2018-07-13,7821,45.0,0,0,7,1,input
2018-07-14,13407,59.0,2,2,8,2,input
2018-07-15,19989,68.0,0,0,9,2,input
2018-07-16,20646,62.0,2,2,10,2,input
2018-07-17,15263,59.0,4,4,11,2,input
2018-07-18,11080,34.0,2,2,12,2,input
2018-07-19,8681,35.0,0,0,13,2,input
2018-07-20,7804,38.0,0,0,14,2,input
2018-07-21,14829,49.0,3,3,15,3,input
2018-07-22,19378,69.0,3,3,16,3,input
2018-07-23,14855,47.0,3,3,17,3,input
2018-07-24,13621,48.0,3,3,18,3,input
2018-07-25,13993,54.0,0,0,19,3,input
2018-07-26,14174,63.0,1,1,20,3,input
2018-07-27,11977,69.0,0,0,21,3,input
2018-08-06,12110,43.0,3,3,31,5,Y_1m
2018-10-05,5655,18.0,1,1,91,13,Y_3m
