week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2020-12-07,2020-12-13,1,60017,248.0,6,6,input
2020-12-14,2020-12-20,2,48905,180.0,2,2,input
2020-12-21,2020-12-27,3,31175,163.0,2,2,input
2020-12-28,2021-01-03,4,52797,181.0,3,3,input
