week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-04-02,2023-04-08,1,46507,182.0,7,7,input
2023-04-09,2023-04-15,2,31427,167.0,3,3,input
2023-04-16,2023-04-22,3,26039,133.0,5,5,input
