week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-04-07,2022-04-13,1,21186,148.0,2,2,input
2022-04-14,2022-04-20,2,95969,391.0,4,4,input
2022-04-21,2022-04-27,3,44766,216.0,2,2,input
