week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-01-10,2023-01-16,1,41880,100.0,2,2,input
2023-01-17,2023-01-23,2,37925,0.0,1,1,input
2023-01-24,2023-01-30,3,36645,0.0,1,1,input
2023-01-31,2023-02-06,4,29611,0.0,2,2,input
