week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-01-09,2022-01-15,1,109241,249.0,12,12,input
2022-01-16,2022-01-22,2,127464,359.0,9,9,input
2022-01-23,2022-01-29,3,109493,291.0,6,6,input
