week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-01-12,2021-01-18,1,93811,247.0,7,7,input
2021-01-19,2021-01-25,2,90722,223.0,4,4,input
2021-01-26,2021-02-01,3,92307,216.0,3,3,input
