week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2019-07-05,2019-07-11,1,89554,461.0,12,12,input
2019-07-12,2019-07-18,2,87347,300.0,4,4,input
2019-07-19,2019-07-25,3,57664,209.0,8,8,input
