week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-07-02,2023-07-08,1,63240,394.0,5,5,input
2023-07-09,2023-07-15,2,65279,372.0,3,3,input
2023-07-16,2023-07-22,3,63616,435.0,3,3,input
2023-07-23,2023-07-29,4,64828,459.0,1,1,input
