week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-04-09,2022-04-15,1,43142,352.0,9,9,input
2022-04-16,2022-04-22,2,46076,296.0,3,3,input
2022-04-23,2022-04-29,3,45226,264.0,4,4,input
