week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-04-11,2021-04-17,1,39933,297.0,8,8,input
2021-04-18,2021-04-24,2,32522,151.0,9,9,input
2021-04-25,2021-05-01,3,30857,308.0,8,8,input
2021-05-02,2021-05-08,4,27084,222.0,13,13,input
