week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2018-01-11,2018-01-17,1,119471,0.0,10,10,input
2018-01-18,2018-01-24,2,83852,0.0,13,13,input
2018-01-25,2018-01-31,3,55693,0.0,17,17,input
