week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2017-04-01,2017-04-07,1,69540,289.0,21,21,input
2017-04-08,2017-04-14,2,62827,128.0,9,9,input
2017-04-15,2017-04-21,3,57071,68.0,5,5,input
