week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-07-02,2022-07-08,1,96589,161.0,15,15,input
2022-07-09,2022-07-15,2,111755,197.0,9,9,input
2022-07-16,2022-07-22,3,143303,267.0,15,15,input
2022-07-23,2022-07-29,4,168776,354.0,16,16,input
