week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-10-01,2021-10-07,1,59240,347.0,4,4,input
2021-10-08,2021-10-14,2,50557,203.0,3,3,input
2021-10-15,2021-10-21,3,41173,131.0,5,5,input
