week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2020-04-05,2020-04-11,1,68255,287.0,8,8,input
2020-04-12,2020-04-18,2,68051,293.0,9,9,input
2020-04-19,2020-04-25,3,52947,303.0,9,9,input
2020-04-26,2020-05-02,4,49293,284.0,4,4,input
