week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-04-12,2021-04-18,1,98148,324.0,8,8,input
2021-04-19,2021-04-25,2,66120,216.0,3,3,input
2021-04-26,2021-05-02,3,89817,311.0,4,4,input
