week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-09-29,2023-10-05,1,538634,261.0,24,24,input
2023-10-06,2023-10-12,2,204619,118.0,10,10,input
2023-10-13,2023-10-19,3,141697,94.0,9,9,input
2023-10-20,2023-10-26,4,142592,90.0,12,12,input
