week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-04-12,2023-04-18,1,2315,443.0,0,0,input
2023-04-19,2023-04-25,2,1690,522.0,0,0,input
2023-04-26,2023-05-02,3,1384,428.0,0,0,input
