week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2020-10-03,2020-10-09,1,979,226.0,0,0,input
2020-10-10,2020-10-16,2,1148,141.0,0,0,input
2020-10-17,2020-10-23,3,1133,90.0,0,0,input
