week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2016-04-03,2016-04-09,1,165060,213.0,29,29,input
2016-04-10,2016-04-16,2,111703,35.0,9,9,input
2016-04-17,2016-04-23,3,92229,34.0,13,13,input
