week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2024-05-12,2024-05-18,1,1388,252.0,0,0,input
2024-05-19,2024-05-25,2,862,109.0,0,0,input
2024-05-26,2024-06-01,3,1763,65.0,0,0,input
