week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-10-07,2023-10-13,1,38903,374.0,4,4,input
2023-10-14,2023-10-20,2,35667,212.0,5,5,input
2023-10-21,2023-10-27,3,26067,137.0,1,1,input
2023-10-28,2023-11-03,4,22163,75.0,4,4,input
