week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-10-05,2022-10-11,1,29854,0.0,4,4,input
2022-10-12,2022-10-18,2,25855,0.0,3,3,input
2022-10-19,2022-10-25,3,21951,0.0,2,2,input
2022-10-26,2022-11-01,4,21261,0.0,2,2,input
