week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2018-07-23,2018-07-29,1,30725,302.0,9,9,input
2018-07-30,2018-08-05,2,21313,238.0,1,1,input
2018-08-06,2018-08-12,3,16949,183.0,3,3,input
2018-08-13,2018-08-19,4,18869,173.0,4,4,input
