week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2016-07-12,2016-07-18,1,52524,76.0,10,10,input
2016-07-19,2016-07-25,2,42034,28.0,11,11,input
2016-07-26,2016-08-01,3,44260,9.0,6,6,input
