week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2020-04-04,2020-04-10,1,1.0,185.0,0,0,input
2020-04-11,2020-04-17,2,0.0,117.0,0,0,input
2020-04-18,2020-04-24,3,0.0,333.0,0,0,input
2020-04-25,2020-05-01,4,0.0,397.0,0,0,input
