week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-07-08,2021-07-14,1,107063,501.0,14,14,input
2021-07-15,2021-07-21,2,82096,436.0,3,3,input
2021-07-22,2021-07-28,3,62720,391.0,2,2,input
2021-07-29,2021-08-04,4,55835,357.0,5,5,input
