week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-01-10,2021-01-16,1,4383,278.0,1,1,input
2021-01-17,2021-01-23,2,3342,230.0,0,0,input
2021-01-24,2021-01-30,3,2833,201.0,0,0,input
