week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-10-02,2022-10-08,1,241278,300.0,26,26,input
2022-10-09,2022-10-15,2,159963,181.0,21,21,input
2022-10-16,2022-10-22,3,117340,156.0,20,20,input
2022-10-23,2022-10-29,4,88030,111.0,13,13,input
