week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-10-01,2023-10-07,1,398,248.0,0,0,input
2023-10-08,2023-10-14,2,275,135.0,0,0,input
2023-10-15,2023-10-21,3,221,99.0,0,0,input
