week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-10-03,2021-10-09,1,40223,357.0,4,4,input
2021-10-10,2021-10-16,2,37884,251.0,3,3,input
2021-10-17,2021-10-23,3,29564,162.0,8,8,input
