week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-10-05,2022-10-11,1,72796,0.0,9,9,input
2022-10-12,2022-10-18,2,64043,0.0,8,8,input
2022-10-19,2022-10-25,3,65764,0.0,8,8,input
