week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2024-01-04,2024-01-10,1,107195,350.0,16,16,input
2024-01-11,2024-01-17,2,76787,161.0,2,2,input
2024-01-18,2024-01-24,3,55959,123.0,3,3,input
2024-01-25,2024-01-31,4,43928,81.0,2,2,input
