week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2018-01-04,2018-01-10,1,63568,262.0,18,18,input
2018-01-11,2018-01-17,2,59218,303.0,9,9,input
2018-01-18,2018-01-24,3,57724,342.0,18,18,input
2018-01-25,2018-01-31,4,48320,327.0,5,5,input
