week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2017-04-01,2017-04-07,1,59641,271.0,7,7,input
2017-04-08,2017-04-14,2,37576,217.0,2,2,input
2017-04-15,2017-04-21,3,29183,230.0,3,3,input
2017-04-22,2017-04-28,4,25595,270.0,4,4,input
