week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2020-07-08,2020-07-14,1,129391,83.0,3,3,input
2020-07-15,2020-07-21,2,118053,76.0,6,6,input
2020-07-22,2020-07-28,3,106948,69.0,4,4,input
