week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-07-06,2023-07-12,1,188371,466.0,1,1,input
2023-07-13,2023-07-19,2,134145,336.0,1,1,input
2023-07-20,2023-07-26,3,144110,385.0,1,1,input
2023-07-27,2023-08-02,4,117839,382.0,1,1,input
