week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-04-03,2021-04-09,1,38907,237.0,15,15,input
2021-04-10,2021-04-16,2,25260,114.0,12,12,input
2021-04-17,2021-04-23,3,28824,80.0,8,8,input
