week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-10-01,2022-10-07,1,1.0,0.0,0,0,input
2022-10-08,2022-10-14,2,2.0,0.0,0,0,input
2022-10-15,2022-10-21,3,0.0,0.0,0,0,input
