week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-02-07,2021-02-13,1,16055,12.0,7,7,input
2021-02-14,2021-02-20,2,17094,14.0,6,6,input
2021-02-21,2021-02-27,3,96775,226.0,14,14,input
2021-02-28,2021-03-06,4,158128,473.0,5,5,input
