week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2019-01-10,2019-01-16,1,130614,304.0,21,21,input
2019-01-17,2019-01-23,2,93233,255.0,13,13,input
2019-01-24,2019-01-30,3,83019,258.0,9,9,input
2019-01-31,2019-02-06,4,84225,254.0,6,6,input
