week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-01-05,2023-01-11,1,33880,281.0,5,5,input
2023-01-12,2023-01-18,2,32183,54.0,7,7,input
2023-01-19,2023-01-25,3,22491,38.0,6,6,input
